0.0257471, 0.0531528, 0.0634232, 0.158683, 0.146871, 0.119508, 0.178165, 0.0597129, 0.0420448, 0.0602543, 0.00593863, 0.0287152, 0.032462, 0.00569082, 0.0626622, 0.0328887, 0.0931104, 0.151072, 0.22788, 0.192277, 0.222318, 0.231944, 0.272335, 0.30269, 0.324947, 0.231094, 0.249977, 0.178592, 0.23373, 0.25003, 0.230591, 0.238001, 0.295385, 0.302019, 0.129519, 0.0547302, 0.0242619, 0.131311, 0.140178, 0.0731849, 0.184225, 0.142149, 0.110903, 0.0169089, 0.0137335, 0.0417181, 0.0129141, 0.0184975, 0.0436202, 0.121218, 0.12985, 0.103009, 0.177451, 0.142354, 0.158555, 0.160177, 0.196672, 0.197153, 0.0572688, 0.0365052
0.0157613, 0.0801814, 0.0624929, 0.047739, 0.041608, 0.0196028, 0.0827457, 0.00320114, 0.0607393, 0.0696284, 0.0793077, 0.164318, 0.217114, 0.274854, 0.290131, 0.268076, 0.218246, 0.136314, 0.115712, 0.193591, 0.271725, 0.297574, 0.40916, 0.494533, 0.446545, 0.52116, 0.433564, 0.388183, 0.342775, 0.299202, 0.323191, 0.281673, 0.270372, 0.287993, 0.281046, 0.275102, 0.230253, 0.21594, 0.203995, 0.272651, 0.206102, 0.164715, 0.220187, 0.195714, 0.236773, 0.155324, 0.150776, 0.207489, 0.314091, 0.307495, 0.402457, 0.512692, 0.520411, 0.516572, 0.529316, 0.524, 0.536274, 0.621771, 0.651729, 0.525092
0.0311239, 0.0386767, 0.0428657, 0.0371946, 0.0648256, 0.0174399, 0.0420501, 0.194173, 0.143388, 0.244306, 0.243346, 0.182761, 0.308736, 0.340191, 0.336306, 0.342192, 0.287604, 0.26137, 0.205941, 0.182791, 0.269348, 0.286761, 0.243494, 0.342603, 0.263154, 0.26586, 0.182548, 0.173534, 0.19839, 0.136046, 0.112737, 0.0686728, 0.0420638, 0.0390196, 0.0507995, 0.19892, 0.184332, 0.195706, 0.068673, 0.0425663, 0.00270699, 0.0327712, 0.0184788, 0.0153821, 0.0294962, 0.104608, 0.0976412, 0.151073, 0.211919, 0.270569, 0.242505, 0.207032, 0.250855, 0.198745, 0.146249, 0.146394, 0.12104, 0.0994344, 0.146056, 0.257267
0.0392761, 0.0221538, 0.0727702, 0.0464666, 0.00163097, 0.0122482, 0.0606493, 0.000106477, 0.00740994, 0.0341403, 0.0181768, 0.0541052, 0.000138671, 0.00190572, 0.0404929, 0.0370767, 0.0753138, 0.0433405, 0.025807, 0.044215, 0.00948953, 0.0570666, 0.140244, 0.188984, 0.258258, 0.243118, 0.265276, 0.330897, 0.36067, 0.44302, 0.467881, 0.49195, 0.548203, 0.53905, 0.532339, 0.487334, 0.421512, 0.35335, 0.223787, 0.184271, 0.273341, 0.175726, 0.187376, 0.160036, 0.195635, 0.235077, 0.179023, 0.208182, 0.186113, 0.114536, 0.229868, 0.264225, 0.274318, 0.297733, 0.345789, 0.381851, 0.396542, 0.37508, 0.352628, 0.271754
0.0259744, 0.039774, 0.00941343, 0.0630804, 0.0453488, 0.0103796, 0.0221454, 0.081094, 0.0922082, 0.0366894, 0.0309016, 0.071144, 0.0625863, 0.0360189, 0.040878, 0.0368146, 0.00936416, 0.0776812, 0.0172924, 0.0783579, 0.0322321, 0.0342285, 0.0813908, 0.0685275, 0.0954659, 0.0942195, 0.0272442, 0.0399507, 0.0543474, 0.0705523, 0.170008, 0.0367902, 0.0608179, 0.0410767, 0.0584279, 0.0589, 0.08937, 0.0646237, 0.0202131, 0.0570824, 0.00185359, 0.0262029, 0.122174, 0.0518012, 0.0691713, 0.123978, 0.0484004, 0.0913393, 0.108096, 0.208587, 0.160487, 0.159941, 0.143776, 0.285031, 0.296651, 0.26543, 0.308576, 0.274976, 0.301724, 0.191305
0.015401, 0.123991, 0.0711988, 0.00230702, 0.0770678, 0.0862738, 0.0444426, 0.0644496, 0.0263849, 0.071223, 0.116951, 0.0929297, 0.140235, 0.174486, 0.15196, 0.147266, 0.136553, 0.169541, 0.225552, 0.267588, 0.338903, 0.354617, 0.367176, 0.377417, 0.303409, 0.266157, 0.235602, 0.334113, 0.392031, 0.387702, 0.526554, 0.491014, 0.492109, 0.534876, 0.576493, 0.619959, 0.547406, 0.543897, 0.580538, 0.590489, 0.51319, 0.520141, 0.472443, 0.509876, 0.456634, 0.409605, 0.412118, 0.475647, 0.626006, 0.660442, 0.674665, 0.654488, 0.559078, 0.530842, 0.586085, 0.580675, 0.576024, 0.607112, 0.514835, 0.408852
0.0453122, 0.0334078, 0.00121299, 0.091502, 0.032544, 0.0696911, 0.018271, 0.0379018, 0.0633679, 0.0915898, 0.145412, 0.0545163, 0.124256, 0.146104, 0.248508, 0.340548, 0.356465, 0.25863, 0.333912, 0.348186, 0.354692, 0.384229, 0.366104, 0.344584, 0.430939, 0.407112, 0.448819, 0.37455, 0.487817, 0.615593, 0.668381, 0.598781, 0.661501, 0.570541, 0.562757, 0.623054, 0.644738, 0.655796, 0.768806, 0.818121, 0.771962, 0.753924, 0.829922, 0.851067, 0.770988, 0.745284, 0.753459, 0.806496, 0.880948, 0.833425, 0.848327, 0.802685, 0.82432, 0.744648, 0.681252, 0.697369, 0.585918, 0.691848, 0.770919, 0.868551
0.0316137, 0.0143569, 0.0046544, 0.0806355, 0.0653322, 0.0152718, 0.0255205, 0.04109, 0.0216767, 0.00621764, 0.00251287, 0.0265949, 0.0520188, 0.206622, 0.158772, 0.1898, 0.20665, 0.199014, 0.267282, 0.284898, 0.332634, 0.473969, 0.547757, 0.557212, 0.635292, 0.567521, 0.54233, 0.587886, 0.586802, 0.701492, 0.650093, 0.667282, 0.65095, 0.600478, 0.595746, 0.4556, 0.436955, 0.431364, 0.458993, 0.560041, 0.556568, 0.519919, 0.458229, 0.372078, 0.357502, 0.398364, 0.355298, 0.446666, 0.436718, 0.510695, 0.556553, 0.578639, 0.630445, 0.642943, 0.68384, 0.744058, 0.793, 0.762508, 0.810127, 0.722204
0.000327936, 0.0302826, 0.0144653, 0.044956, 0.127435, 0.112645, 0.132624, 0.232578, 0.292416, 0.380846, 0.318156, 0.438977, 0.433038, 0.450069, 0.504929, 0.590023, 0.505956, 0.518416, 0.396966, 0.398608, 0.462418, 0.445625, 0.481103, 0.43421, 0.431698, 0.37056, 0.443735, 0.500254, 0.529782, 0.497259, 0.556834, 0.560467, 0.59005, 0.587478, 0.606303, 0.576728, 0.59065, 0.490156, 0.480888, 0.469719, 0.439202, 0.46038, 0.484346, 0.517645, 0.568835, 0.451201, 0.442299, 0.446973, 0.389825, 0.409535, 0.406377, 0.397354, 0.422136, 0.481219, 0.626943, 0.632586, 0.678707, 0.708145, 0.706606, 0.570622
0.0155314, 0.0335654, 0.150125, 0.0952481, 0.0731595, 0.0497795, 0.0201447, 0.0411152, 0.00147842, 0.0623142, 0.023859, 0.0297726, 0.0522172, 0.0206802, 0.00132389, 0.00992735, 0.0158828, 0.0318685, 0.02307, 0.0185059, 0.0433581, 0.16156, 0.249776, 0.252798, 0.250916, 0.343826, 0.392728, 0.453225, 0.454879, 0.498216, 0.462637, 0.519079, 0.421624, 0.521372, 0.511606, 0.544011, 0.516058, 0.431046, 0.466585, 0.404304, 0.450577, 0.503607, 0.578757, 0.550463, 0.510714, 0.554613, 0.489332, 0.494375, 0.473218, 0.464854, 0.529957, 0.494669, 0.568986, 0.627647, 0.72561, 0.758608, 0.806067, 0.7922, 0.854411, 0.684352
